name,poi_id,osm_way_id,osm_relation_id,building,amenity,way,geometry,centroid,area,area_ft2,activity_zone_id
Languages and Literature,54,28930749.0,,yes,,,"POLYGON ((-111.934693 33.4214412, -111.9346947 33.4209685, -111.9347708 33.4209599, -111.9347779 33.4208149, -111.9346859 33.4208061, -111.9346841 33.4204161, -111.9345125 33.4204191, -111.9345142 33.4204516, -111.9344788 33.4204501, -111.9344788 33.4208075, -111.9343054 33.4208179, -111.9343071 33.4208431, -111.934316 33.4209715, -111.9344718 33.420973, -111.9344771 33.4214161, -111.9345178 33.4214161, -111.934516 33.4214441, -111.934693 33.4214412))",POINT (-111.934572 33.4209301),2638.9,28404.7,12
Central Plant,55,29215860.0,,industrial,,,"POLYGON ((-111.9339569 33.4189178, -111.9334135 33.4189178, -111.9331672 33.4189178, -111.9331672 33.4192689, -111.9339569 33.4192689, -111.9339569 33.4189178))",POINT (-111.9335621 33.4190933),2855.3,30733.7,12
Life Sciences Tower,56,29215974.0,,yes,,,"POLYGON ((-111.9340349 33.4193825, -111.9340421 33.4194056, -111.934073 33.4194048, -111.9340925 33.4194332, -111.9341099 33.4194697, -111.9341323 33.4194629, -111.9341386 33.4195302, -111.9341349 33.4195836, -111.9341155 33.4195776, -111.9341008 33.4196096, -111.9340811 33.4196344, -111.9340307 33.4196356, -111.9340297 33.4196645, -111.9335586 33.4196664, -111.9335584 33.4196335, -111.9335321 33.4196336, -111.9335309 33.4194271, -111.9335544 33.419427, -111.9335541 33.4193774, -111.9340349 33.4193825))",POINT (-111.9338194 33.4195227),1654.9,17813.0,12
Life Sciences C-Wing,57,29215993.0,,yes,,,"POLYGON ((-111.9339476 33.4198538, -111.9335528 33.4198538, -111.9335528 33.4201762, -111.9339476 33.4201762, -111.9339476 33.4198538))",POINT (-111.9337502 33.420015),1310.2,14102.8,12
Engineering Center G-Wing,58,29216259.0,,yes,,,"POLYGON ((-111.9326098 33.420185, -111.9316137 33.4202003, -111.9316137 33.4198492, -111.931751 33.4198492, -111.931751 33.4200068, -111.9323275 33.4199816, -111.9323291 33.4198463, -111.932465 33.419847, -111.9324682 33.4199848, -111.9326091 33.4199805, -111.9326098 33.420185))",POINT (-111.9321009 33.4200637),2472.1,26609.2,12
Engineering Research Center,59,29216331.0,,yes,,,"POLYGON ((-111.9312073 33.4194249, -111.9314562 33.4194249, -111.9314562 33.4194894, -111.9316107 33.4194894, -111.9316107 33.4197688, -111.9314562 33.4197688, -111.9314562 33.420084, -111.9314219 33.420084, -111.9314219 33.42017, -111.9312073 33.42017, -111.9312073 33.4194249))",POINT (-111.9313689 33.4197609),2323.6,25010.7,13
Engineering Center A-Wing,60,29216420.0,,yes,,,"POLYGON ((-111.9317966 33.4184889, -111.9325777 33.4184889, -111.9325777 33.4186824, -111.9320284 33.4186824, -111.9320284 33.4188686, -111.9317966 33.4188686, -111.9317966 33.4184889))",POINT (-111.9321261 33.4186278),2003.8,21568.7,12
Engineering Annex,61,29216442.0,,yes,,,"POLYGON ((-111.9322 33.4188686, -111.9325433 33.4188686, -111.9325433 33.4187182, -111.9322 33.4187182, -111.9322 33.4188686))",POINT (-111.9323716 33.4187934),529.5,5699.9,12
Engineering Center B-Wing,62,29216480.0,,yes,,,"POLYGON ((-111.9318052 33.4190549, -111.9325863 33.4190549, -111.9326721 33.4190549, -111.9326721 33.4188686, -111.9325433 33.4188686, -111.9322 33.4188686, -111.9320284 33.4188686, -111.9317966 33.4188686, -111.9318052 33.4190549))",POINT (-111.9322365 33.4189616),1676.7,18047.8,12
Engineering Center C-Wing,63,29216547.0,,yes,,,"POLYGON ((-111.9325863 33.4190549, -111.9318052 33.4190549, -111.9318052 33.4192053, -111.9325863 33.4192053, -111.9325863 33.4190549))",POINT (-111.9321958 33.4191301),1212.4,13050.4,12
Engineering Center D-Wing,64,29216548.0,,yes,,,"POLYGON ((-111.9318052 33.4194131, -111.9325863 33.4194131, -111.9326721 33.4194131, -111.9326721 33.4192053, -111.9325863 33.4192053, -111.9318052 33.4192053, -111.9318052 33.4194131))",POINT (-111.9322387 33.4193092),1853.8,19954.1,12
Engineering Center E-Wing,65,29216549.0,,yes,,,"POLYGON ((-111.9318052 33.4195707, -111.9325863 33.4195707, -111.9325863 33.4194131, -111.9318052 33.4194131, -111.9318052 33.4195707))",POINT (-111.9321958 33.4194919),1270.5,13675.5,12
Engineering Center F-Wing,66,29216555.0,,yes,,,"POLYGON ((-111.9318052 33.4195707, -111.9318052 33.4197569, -111.9326721 33.4197569, -111.9326721 33.4195707, -111.9325863 33.4195707, -111.9318052 33.4195707))",POINT (-111.9322387 33.4196638),1660.4,17871.9,12
Psychology Building,67,29216715.0,,yes,,,"POLYGON ((-111.9292038 33.4197292, -111.9295007 33.419728, -111.9295005 33.4196969, -111.9295644 33.4196966, -111.9295646 33.4197198, -111.9296261 33.4197195, -111.9296262 33.4197329, -111.9299069 33.4197319, -111.9299078 33.4198917, -111.9299833 33.4198915, -111.9299837 33.4199609, -111.9298368 33.4199615, -111.9298375 33.4200741, -111.9292833 33.4200763, -111.9292826 33.4199619, -111.9291351 33.4199625, -111.9291347 33.4198967, -111.9292048 33.4198964, -111.9292038 33.4197292))",POINT (-111.9295569 33.4198934),2456.5,26441.9,13
Sch. Human Ev. Soc. Chg,68,29216912.0,,yes,,,"POLYGON ((-111.9357293 33.4203935, -111.9352572 33.4203948, -111.9352577 33.4205179, -111.9354505 33.4205174, -111.935451 33.4206483, -111.9352593 33.4206487, -111.9352597 33.4207725, -111.9357309 33.4207714, -111.9357305 33.4206504, -111.935683 33.4206505, -111.9356825 33.4205127, -111.9357297 33.4205126, -111.9357293 33.4203935))",POINT (-111.9355089 33.420583),1510.3,16257.0,12
Parking permit 44,69,29736047.0,,parking,,,"POLYGON ((-111.928078 33.4172275, -111.9287455 33.4172285, -111.9287445 33.4176671, -111.928077 33.417666, -111.928078 33.4172275))",POINT (-111.9284113 33.4174473),3013.2,32433.9,18
Tyler Street Parking Structure,70,29736099.0,,parking,,,"POLYGON ((-111.9287098 33.4204397, -111.9278753 33.4204464, -111.9277884 33.4204471, -111.9277951 33.4210215, -111.9287164 33.421014, -111.9287155 33.4209343, -111.9287121 33.4206435, -111.9287098 33.4204397))",POINT (-111.9282524 33.4207306),5456.8,58736.3,13
Gammage Auditorium Parking,71,30032029.0,,parking,,,"POLYGON ((-111.9378032 33.4152431, -111.9379047 33.4150983, -111.937793 33.4150608, -111.9374459 33.4149716, -111.9371108 33.4149297, -111.9367429 33.4149075, -111.9367569 33.4150923, -111.9367705 33.4151607, -111.9367707 33.4151806, -111.9367719 33.4153394, -111.9367744 33.415673, -111.9367773 33.4160492, -111.9368488 33.4160501, -111.9368996 33.4160507, -111.9371569 33.4160583, -111.9372959 33.4160375, -111.9373484 33.4159644, -111.9375171 33.4158021, -111.9375614 33.4157651, -111.9375903 33.415743, -111.9376814 33.4156836, -111.937756 33.4156527, -111.9378107 33.4156367, -111.9378158 33.4156052, -111.9378343 33.4155822, -111.9379573 33.4155507, -111.9378351 33.4153206, -111.9378032 33.4152431))",POINT (-111.9372511 33.4154503),10618.3,114294.6,17
Gammage Auditorium Parking,72,30032032.0,,parking,,,"POLYGON ((-111.9393146 33.4165475, -111.9391949 33.4164005, -111.9391803 33.4163888, -111.9391237 33.4163434, -111.9388764 33.4162915, -111.9388048 33.4164177, -111.9387411 33.4164031, -111.9386899 33.4164836, -111.9386067 33.4166133, -111.9385646 33.4166594, -111.938361 33.4167769, -111.9383148 33.4168019, -111.9382745 33.4168155, -111.9382425 33.4169952, -111.9382622 33.4171545, -111.9382697 33.4171923, -111.9382828 33.4173126, -111.9382877 33.417341, -111.9382918 33.4173643, -111.9391602 33.4173458, -111.9392192 33.4173445, -111.9394867 33.4170944, -111.9394864 33.4169671, -111.939444 33.4167055, -111.9393586 33.4165654, -111.9393146 33.4165475))",POINT (-111.9388847 33.4169096),10036.8,108034.8,17
Global Institute of Sustainability,73,30406522.0,,university,,,"POLYGON ((-111.9354764 33.4213812, -111.9354612 33.4213813, -111.9354609 33.4213491, -111.9354288 33.4213493, -111.9354286 33.4213317, -111.9351725 33.4213336, -111.9351763 33.4216829, -111.9352135 33.4216826, -111.9352136 33.4216973, -111.9354397 33.4216956, -111.9354396 33.4216798, -111.9354677 33.4216796, -111.9354673 33.4216435, -111.9354791 33.4216435, -111.9354764 33.4213812))",POINT (-111.9353238 33.421514),1109.3,11940.6,12
Cowden Family Resorces,74,30406539.0,,yes,,,"POLYGON ((-111.9352728 33.4209078, -111.9354616 33.4209073, -111.935462 33.421024, -111.9356547 33.4210236, -111.9356546 33.4210063, -111.9356808 33.4210063, -111.9356804 33.4209237, -111.935878 33.4209231, -111.9358789 33.4211748, -111.9352738 33.4211764, -111.9352728 33.4209078))",POINT (-111.935572 33.4210588),1379.3,14846.9,12
First United Methodist,75,30406557.0,,place_of_worship,,,"POLYGON ((-111.9365124 33.4213105, -111.9363133 33.421311, -111.9363133 33.4212927, -111.936055 33.4212934, -111.9360553 33.4213627, -111.9359713 33.421363, -111.9359726 33.4216849, -111.9360016 33.4216849, -111.9360018 33.4217336, -111.9359477 33.4217337, -111.9359481 33.4218384, -111.9362162 33.4218378, -111.9362156 33.4216819, -111.9361346 33.4216821, -111.9361342 33.4215726, -111.9362563 33.4215723, -111.9362558 33.421432, -111.9365128 33.4214313, -111.9365124 33.4213105))",POINT (-111.9361576 33.4215248),1674.8,18026.9,12
,76,30406571.0,,yes,,,"POLYGON ((-111.9362434 33.4216254, -111.9362967 33.4215801, -111.9363656 33.4215572, -111.9364382 33.4216272, -111.9364754 33.4216254, -111.9365174 33.4216684, -111.9365264 33.4216971, -111.9365174 33.4217257, -111.9364924 33.4217544, -111.9364574 33.421783, -111.9364064 33.4218045, -111.9363544 33.4218117, -111.9363204 33.4218045, -111.9362865 33.4217924, -111.9362667 33.4217681, -111.9362627 33.4217419, -111.9362798 33.4216998, -111.9362434 33.4216254))",POINT (-111.9363769 33.4216926),495.8,5337.1,12
Old Main,77,30406665.0,,yes,,,"POLYGON ((-111.9338601 33.4203719, -111.93386 33.4204221, -111.9339201 33.4204221, -111.9339201 33.4204722, -111.9336997 33.4204722, -111.9336997 33.4205695, -111.9337488 33.4205695, -111.9337487 33.420694, -111.9339421 33.4206941, -111.9340277 33.4206941, -111.9340855 33.4206941, -111.9342031 33.4206941, -111.9342031 33.4206462, -111.9342031 33.4205432, -111.9342031 33.4204723, -111.9339629 33.4204723, -111.9339629 33.420422, -111.9340144 33.420422, -111.9340144 33.420372, -111.9338601 33.4203719))",POINT (-111.9339623 33.4205656),1190.4,12813.8,12
University Club,78,30406689.0,,yes,,,"POLYGON ((-111.933662 33.4208393, -111.9334317 33.4208409, -111.9334343 33.4210912, -111.933537 33.4210905, -111.9336362 33.4210898, -111.9336645 33.4210896, -111.9336632 33.4209607, -111.933662 33.4208393))",POINT (-111.9335481 33.4209652),594.3,6396.7,12
Health Service Building,79,30406705.0,,yes,,,"POLYGON ((-111.9328568 33.421619, -111.9332602 33.421619, -111.9332575 33.4211025, -111.9328894 33.4210974, -111.9328568 33.421619))",POINT (-111.9330655 33.4213634),2068.3,22262.5,12
Piper Writers House,80,30406737.0,,yes,,,"POLYGON ((-111.9329502 33.4204536, -111.9331328 33.420453, -111.9331335 33.4205994, -111.9331096 33.4205995, -111.9331098 33.4206388, -111.9330477 33.420639, -111.9330475 33.4205975, -111.9330243 33.4205976, -111.9329509 33.4205978, -111.9329502 33.4204536))",POINT (-111.9330453 33.4205338),298.3,3210.5,12
Physical Science F Wing,81,30406767.0,,yes,,,"POLYGON ((-111.9316514 33.4207749, -111.9311673 33.4207794, -111.9311681 33.4208118, -111.9311271 33.4208442, -111.9311287 33.4209348, -111.9311055 33.4209209, -111.9310684 33.4209552, -111.931105 33.4209882, -111.9310441 33.4210329, -111.931082 33.4210629, -111.9311081 33.4210414, -111.9311758 33.4210398, -111.9311751 33.4211813, -111.9313097 33.4211825, -111.9313356 33.4211595, -111.931394 33.421161, -111.9313954 33.421184, -111.9314322 33.4211822, -111.9314331 33.4211605, -111.9314891 33.4211597, -111.9315196 33.4211828, -111.9316522 33.42118, -111.9316506 33.4209844, -111.9316506 33.4209224, -111.9316514 33.4207749))",POINT (-111.9313909 33.4209746),2122.9,22850.9,13
Physical Science G Wing,82,30406793.0,,yes,,,"POLYGON ((-111.9316855 33.4212934, -111.9314591 33.4212955, -111.931459 33.4212886, -111.9312996 33.42129, -111.9313016 33.4214405, -111.9314863 33.4214388, -111.9314871 33.4214992, -111.9316881 33.4214974, -111.9316865 33.4213707, -111.9316855 33.4212934))",POINT (-111.9315083 33.4213837),707.2,7612.5,12
Physical Science H Wing,83,30406805.0,,yes,,,"POLYGON ((-111.9317238 33.4215886, -111.931676 33.4215895, -111.9316751 33.4215452, -111.9311355 33.4215443, -111.9311356 33.4215155, -111.9309881 33.4215153, -111.930988 33.4215694, -111.9309888 33.42175, -111.9309887 33.4217815, -111.9317245 33.4217828, -111.9317241 33.4216751, -111.9317238 33.4215886))",POINT (-111.9313451 33.4216613),1820.9,19599.7,13
Physical Science E Wing,84,30406865.0,,yes,,,"POLYGON ((-111.9318358 33.421569, -111.9318356 33.4215189, -111.9318353 33.421495, -111.9322674 33.4214909, -111.9322682 33.4215487, -111.9323741 33.4215464, -111.9324749 33.4215464, -111.9325592 33.4215467, -111.93256 33.4217808, -111.9322714 33.4217815, -111.9317245 33.4217828, -111.9317241 33.4216751, -111.9317238 33.4215886, -111.93177 33.4215885, -111.9317699 33.4215692, -111.9318358 33.421569))",POINT (-111.9321377 33.4216503),2230.1,24004.8,12
Physical Science D Wing,85,30407018.0,,yes,,,"POLYGON ((-111.931781 33.4214364, -111.9323704 33.4214331, -111.9323741 33.4215464, -111.9324749 33.4215464, -111.9324743 33.4215204, -111.9324733 33.4214871, -111.9325014 33.4214871, -111.9325003 33.4214315, -111.9325582 33.4214307, -111.9325545 33.4213767, -111.9325013 33.4213751, -111.9324978 33.4212101, -111.9325056 33.4212011, -111.9325039 33.4211671, -111.9323177 33.4211697, -111.9323183 33.4212874, -111.9322554 33.4212877, -111.9318552 33.421291, -111.9317972 33.4212921, -111.9317784 33.4212924, -111.9317795 33.4213707, -111.931781 33.4214364))",POINT (-111.9322162 33.4213535),1469.7,15820.0,12
Physical Science C Wing,86,30407023.0,,yes,,,"POLYGON ((-111.9317787 33.4211789, -111.9323177 33.4211697, -111.9325039 33.4211671, -111.9325053 33.421086, -111.9325414 33.4210863, -111.9325392 33.4210626, -111.9325388 33.4210377, -111.9325598 33.4210038, -111.9325718 33.4209727, -111.9325712 33.4209281, -111.9325548 33.4208906, -111.9325398 33.4208735, -111.9325377 33.4208494, -111.9324969 33.4208474, -111.9324959 33.4208703, -111.932398 33.4208721, -111.9323978 33.4209182, -111.9323213 33.4209182, -111.9323209 33.421026, -111.932253 33.4210259, -111.931821 33.4210288, -111.9317732 33.4210304, -111.9317725 33.4210905, -111.9317739 33.421179, -111.9317787 33.4211789))",POINT (-111.9322179 33.4210635),1479.3,15923.3,12
Physical Science B Wing,87,30407045.0,,yes,,,"POLYGON ((-111.9323978 33.4209182, -111.9323213 33.4209182, -111.9317659 33.4209105, -111.9317661 33.4208201, -111.9317661 33.4207725, -111.9323146 33.4207722, -111.9323146 33.4207419, -111.9324903 33.4207397, -111.9325399 33.4207397, -111.9325398 33.4207734, -111.9324975 33.4207744, -111.9324969 33.4208065, -111.9324969 33.4208474, -111.9324959 33.4208703, -111.932398 33.4208721, -111.9323978 33.4209182))",POINT (-111.9321415 33.4208357),1104.9,11893.2,12
Physical Science A Wing,88,30407086.0,,yes,,,"POLYGON ((-111.9323146 33.4207419, -111.9323136 33.4206985, -111.9322762 33.4206977, -111.9322762 33.4206759, -111.9321991 33.4206766, -111.9321991 33.420684, -111.9321354 33.420684, -111.9321361 33.420578, -111.9321362 33.4205578, -111.9321344 33.4205261, -111.9321634 33.4205255, -111.9321901 33.4205241, -111.9321902 33.4204855, -111.9322474 33.420485, -111.9322477 33.4205017, -111.9322747 33.4205017, -111.9322731 33.4204724, -111.9322731 33.4204508, -111.9324955 33.4204435, -111.9324957 33.4204703, -111.9325774 33.4204698, -111.932578 33.4205228, -111.9325203 33.4205233, -111.9325204 33.4205335, -111.9325744 33.4205331, -111.9325745 33.4205394, -111.9325761 33.4206965, -111.9324907 33.4206968, -111.9324903 33.4207397, -111.9323146 33.4207419))",POINT (-111.9323704 33.4205894),1083.5,11663.1,12
Wexler Hall,89,30407101.0,,yes,,,"POLYGON ((-111.9321362 33.4205578, -111.9318484 33.4205565, -111.9318482 33.4205866, -111.9317886 33.4205863, -111.9317881 33.4206697, -111.9318533 33.42067, -111.9318532 33.4206922, -111.9321354 33.4206934, -111.9321354 33.420684, -111.9321361 33.420578, -111.9321362 33.4205578))",POINT (-111.9319726 33.4206252),451.0,4854.4,12
Interdisciplinary Sci. & Tech. 5,90,30407117.0,,yes,,,"POLYGON ((-111.930812 33.4204287, -111.9310969 33.4204223, -111.9312452 33.4204201, -111.9312477 33.420617, -111.9312478 33.4206258, -111.9311514 33.4206295, -111.9311536 33.4207655, -111.931024 33.4207655, -111.9310239 33.4207865, -111.9310588 33.4207873, -111.9310604 33.4209262, -111.9310312 33.4209272, -111.9310312 33.4209475, -111.9310041 33.420972, -111.9309893 33.4209733, -111.9309916 33.4210423, -111.9309478 33.4210439, -111.9309446 33.4211028, -111.930811 33.4211181, -111.9308025 33.4210517, -111.930812 33.4210509, -111.930801 33.4209806, -111.9308477 33.4209764, -111.9308416 33.4209328, -111.9308091 33.4209364, -111.9308007 33.4208691, -111.9308104 33.4208683, -111.9307996 33.4207971, -111.9308474 33.4207944, -111.9308434 33.4207492, -111.9308064 33.4207519, -111.930798 33.4206846, -111.930906 33.4206735, -111.9309005 33.4206311, -111.9308136 33.4206296, -111.930812 33.4204287))",POINT (-111.9309843 33.4207003),2069.0,22271.0,13
Goldwater Center,91,30407135.0,,yes,,,"POLYGON ((-111.9306396 33.4204118, -111.9305558 33.4204121, -111.9305573 33.4204326, -111.9304755 33.4204327, -111.9303788 33.420434, -111.9303765 33.4204157, -111.9302921 33.4204183, -111.9302956 33.4207688, -111.9303044 33.4211746, -111.9303833 33.4211736, -111.9303823 33.4211223, -111.9305685 33.4211198, -111.9305695 33.4211738, -111.9306557 33.4211726, -111.9306554 33.4211567, -111.9306488 33.4208143, -111.9306069 33.4208148, -111.930606 33.4207656, -111.9306452 33.4207645, -111.9306396 33.4204118))",POINT (-111.9304711 33.4207862),2586.6,27841.6,13
,92,30407161.0,,yes,,,"POLYGON ((-111.929265 33.4212346, -111.9295568 33.4212346, -111.9295568 33.4214209, -111.929265 33.4214209, -111.929265 33.4212346))",POINT (-111.9294109 33.4213278),563.0,6060.5,13
Urban Systems Engineering,93,30407183.0,,yes,,,"POLYGON ((-111.9290631 33.4213468, -111.9290631 33.4217909, -111.9297068 33.4217909, -111.9297068 33.4218483, -111.9299643 33.4218483, -111.9299643 33.4217981, -111.9300416 33.4217981, -111.9300416 33.4217265, -111.9299557 33.4217265, -111.9299557 33.4215474, -111.9299986 33.4215474, -111.9299986 33.4212895, -111.9296982 33.4212895, -111.9296982 33.4215689, -111.9291747 33.4215689, -111.9291747 33.4213468, -111.9290631 33.4213468))",POINT (-111.9295894 33.4216069),3363.5,36204.8,13
,94,30407216.0,,yes,,,"POLYGON ((-111.9285653 33.421311, -111.9288056 33.421311, -111.9288056 33.4217981, -111.9285739 33.4217981, -111.9285739 33.4217695, -111.9285395 33.4217551, -111.9282305 33.4217551, -111.9282305 33.421705, -111.9281619 33.421705, -111.9281619 33.4215689, -111.9279473 33.4215617, -111.9279645 33.4212537, -111.9283335 33.421268, -111.9283164 33.4215617, -111.9285653 33.4215617, -111.9285653 33.421311))",POINT (-111.9284066 33.4215267),3123.9,33625.1,13
Biodesign A,95,30407331.0,,yes,,,"POLYGON ((-111.9283329 33.4193698, -111.928635 33.4193647, -111.9286339 33.4192849, -111.9285989 33.4192869, -111.928584 33.4188382, -111.928639 33.4188364, -111.9286396 33.4186919, -111.9280571 33.418701, -111.9280713 33.419352, -111.928144 33.4193738, -111.9283329 33.4193698))",POINT (-111.9283365 33.4190295),3760.1,40473.4,13
